DATA,TIP TIPSTER,ora,COTA,CINE,CAMP,GAZDE,G_LOC_TOTAL,G_ZI_TOTAL,G_U1_TOTAL,G_U2_TOTAL,G_U3_TOTAL,G_U4_TOTAL,G_U5_TOTAL,OASPETI,O_LOC_TOTAL,O_ZI_TOTAL,O_U1_TOTAL,O_U2_TOTAL,O_U3_TOTAL,O_U4_TOTAL,O_U5_TOTAL,1COTA,XCOTA,2COTA,SCOR,PAUZA,G_LOC_ACASA,G_ZI_ACASA,G_U1_ACASA,G_U2_ACASA,G_U3_ACASA,G_U4_ACASA,G_U5_ACASA,O_LOC_DEPL,O_ZI_DEPL,O_U1_DEPL,O_U2_DEPL,O_U3_DEPL,O_U4_DEPL,O_U5_DEPL
3/23/2021,P,20.0,2,ARIOSTO CREMONESI,EN3,BURTON ALBION,18,I,I,E,V,V,V,SCHRESBURY,17.0,V,E,E,V,I,E,2.33,3.2,3.2,1.-2,0.-1,21,I,I,V,V,I,V,10.0,V,E,V,I,E,V
3/23/2021,P,19.3,2,BRUNO PELETIER,EN4,CARLISLE,11,I,I,E,V,E,I,LEYTON,14.0,V,V,E,E,I,V,2.08,3.4,3.6,0.-1,0.-0,3,I,V,E,I,I,I,14.0,V,V,I,V,I,E
3/23/2021,P,20.3,2,CRISTIAN PAROT,POR2,VILAFRANCHESE,14,I,E,I,E,E,E,CHAVES,7.0,V,E,V,E,E,E,3.35,2.85,2.3,0.-1,0.-0,14,I,E,E,E,E,E,3.0,V,V,E,V,I,V
3/23/2021,P,20.0,2,DIRK PETERS,EN3,BRISTOL,20,I,I,I,E,V,I,SWINDON,19.0,V,V,I,I,I,I,2.1,3.35,3.6,0.-1,0.-0,18,I,E,V,V,I,V,24.0,V,V,I,I,E,I
3/23/2021,P,20.0,2,ELIA YAZANDA,EN4,BARROW,21,I,V,V,V,V,I,GRYMSBI,24.0,V,E,E,E,E,I,1.98,3.3,4.1,0.-1,0.-0,17,I,V,V,I,I,I,23.0,V,E,E,I,I,I
3/23/2021,P,20.0,2,FEJES VICTOR,EN4,BARROW,21,I,V,V,V,V,I,GRYMSBI,24.0,V,E,E,E,E,I,1.98,3.3,4.1,0.-1,0.-0,17,I,V,V,I,I,I,23.0,V,E,E,I,I,I
3/23/2021,P,20.0,X,FRANCESCO GALO,URG,DANUBIO,11,E,V,V,I,E,V,MALDONARO,8.0,E,V,V,I,E,E,2.1,3.25,3.35,2.-2,2.-1,13,E,V,I,V,I,I,6.0,E,V,E,E,E,V
3/23/2021,P,20.45,1,GIOVANI TONAER,IRN,CARRIK RANGERS,11,V,I,I,I,I,I,PORTADOWN,10.0,I,V,I,I,V,I,2.1,3.45,3.15,5.-3,3.-2,12,V,I,I,I,I,I,9.0,I,V,I,I,E,E
3/23/2021,P,20.45,1,IGOR MATVEEV,IRN,CARRIK RANGERS,11,V,I,I,I,I,I,PORTADOWN,10.0,I,V,I,I,V,I,2.1,3.45,3.15,5.-3,3.-2,12,V,I,I,I,I,I,9.0,I,V,I,I,E,E
3/23/2021,P,20.3,2,JAMES STUART,POR2,VILAFRANCHESE,14,I,E,I,E,E,E,CHAVES,7.0,V,E,V,E,E,E,3.35,2.85,2.3,0.-1,0.-0,14,I,E,E,E,E,E,3.0,V,V,E,V,I,V
3/23/2021,P,20.45,1,MATEO ANTUNOVICI,IRN,CARRIK RANGERS,11,V,I,I,I,I,I,PORTADOWN,10.0,I,V,I,I,V,I,2.1,3.45,3.15,5.-3,3.-2,12,V,I,I,I,I,I,9.0,I,V,I,I,E,E
3/23/2021,B,19.3,2,MAX STEFENS,EN4,CARLISLE,11,I,I,E,V,E,I,LEYTON,14.0,V,V,E,E,I,V,2.08,3.4,3.6,0.-1,0.-0,3,I,V,E,I,I,I,14.0,V,V,I,V,I,E
3/23/2021,B,20.45,1,NICOLAS DONALSON,IRN,CARRIK RANGERS,11,V,I,I,I,I,I,PORTADOWN,10.0,I,V,I,I,V,I,2.1,3.45,3.15,5.-3,3.-2,12,V,I,I,I,I,I,9.0,I,V,I,I,E,E
3/23/2021,P,20.0,2,NOAH KRUSE,EN4,BARROW,21,I,V,V,V,V,I,GRYMSBI,24.0,V,E,E,E,E,I,1.98,3.3,4.1,0.-1,0.-0,17,I,V,V,I,I,I,23.0,V,E,E,I,I,I
3/23/2021,B,20.0,2,RENZO TREVISANO,EN3,BRISTOL,20,I,I,I,E,V,I,SWINDON,19.0,V,V,I,I,I,I,2.1,3.35,3.6,0.-1,0.-0,18,I,E,V,V,I,V,24.0,V,V,I,I,E,I
3/23/2021,P,20.0,X,STEVE VORLEI,URG,DANUBIO,11,E,V,V,I,E,V,MALDONARO,8.0,E,V,V,I,E,E,2.1,3.25,3.35,2.-2,2.-1,13,E,V,I,V,I,I,6.0,E,V,E,E,E,V
3/23/2021,B,20.0,2,TILER DAN,EN4,BARROW,21,I,V,V,V,V,I,GRYMSBI,24.0,V,E,E,E,E,I,1.98,3.3,4.1,0.-1,0.-0,17,I,V,V,I,I,I,23.0,V,E,E,I,I,I
3/23/2021,P,20.0,2,TOBIAS MOLNER,EN3,BURTON ALBION,18,I,I,E,V,V,V,SCHRESBURY,17.0,V,E,E,V,I,E,2.33,3.2,3.2,1.-2,0.-1,21,I,I,V,V,I,V,10.0,V,E,V,I,E,V
3/23/2021,B,20.0,2,TOBIAS PEDERSEN,EN4,BARROW,21,I,V,V,V,V,I,GRYMSBI,24.0,V,E,E,E,E,I,1.98,3.3,4.1,0.-1,0.-0,17,I,V,V,I,I,I,23.0,V,E,E,I,I,I
3/23/2021,P,20.45,1,TOMAS ZIGLER,IRN,CARRIK RANGERS,11,V,I,I,I,I,I,PORTADOWN,10.0,I,V,I,I,V,I,2.1,3.45,3.15,5.-3,3.-2,12,V,I,I,I,I,I,9.0,I,V,I,I,E,E
3/23/2021,B,19.3,2,VACLAV BRAIZDA,EN4,CARLISLE,11,I,I,E,V,E,I,LEYTON,14.0,V,V,E,E,I,V,2.08,3.4,3.6,0.-1,0.-0,3,I,V,E,I,I,I,14.0,V,V,I,V,I,E
3/23/2021,P,19.3,2,VALDEMAR PETERSEN,EN4,CARLISLE,11,I,I,E,V,E,I,LEYTON,14.0,V,V,E,E,I,V,2.08,3.4,3.6,0.-1,0.-0,3,I,V,E,I,I,I,14.0,V,V,I,V,I,E
3/23/2021,B,19.3,2,VLADKO VIDATOVICI,EN4,CARLISLE,11,I,I,E,V,E,I,LEYTON,14.0,V,V,E,E,I,V,2.08,3.4,3.6,0.-1,0.-0,3,I,V,E,I,I,I,14.0,V,V,I,V,I,E
3/24/2021,B,15.0,X,ADALGISO RUSO,IT3B,FERALPISALO,7,E,V,I,E,V,I,CESENA,10.0,E,I,E,E,I,I,2.2,3.1,3.25,0.-0,0.-0,6,E,V,V,V,I,V,3.0,E,I,I,E,V,I
3/24/2021,B,15.0,X,ADAM KRIZ,IT3B,FERALPISALO,7,E,V,I,E,V,I,CESENA,10.0,E,I,E,E,I,I,2.2,3.1,3.25,0.-0,0.-0,6,E,V,V,V,I,V,3.0,E,I,I,E,V,I
3/24/2021,P,20.0,1,ARIOSTO CREMONESI,URG,LIVERPOOL,1,V,V,V,V,E,V,TORQUE,2.0,I,E,I,V,E,V,3.05,3.25,2.25,4.-1,1.-1,4,V,V,E,V,V,E,3.0,I,E,V,V,V,V
3/24/2021,P,22.15,2,BRUNO PELETIER,URG,CERRO,12,I,V,I,I,I,I,CERRO LARGO,14.0,V,I,V,V,E,I,3.45,3.15,2.1,0.-1,0.-1,12,I,I,I,E,E,V,15.0,V,I,E,I,I,I
3/24/2021,P,15.0,2,CRISTIAN PAROT,ALG,CLEF,13,I,E,V,I,I,I,BELOUZAID,11.0,V,I,E,E,E,E,4.1,2.75,2.1,1.-3,0.-2,11,I,V,I,I,V,V,9.0,V,I,E,E,V,E
3/24/2021,P,20.0,1,EDI SADRIA,URG,LIVERPOOL,1,V,V,V,V,E,V,TORQUE,2.0,I,E,I,V,E,V,3.05,3.25,2.25,4.-1,1.-1,4,V,V,E,V,V,E,3.0,I,E,V,V,V,V
3/24/2021,P,20.0,1,ELIA YAZANDA,URG,LIVERPOOL,1,V,V,V,V,E,V,TORQUE,2.0,I,E,I,V,E,V,3.05,3.25,2.25,4.-1,1.-1,4,V,V,E,V,V,E,3.0,I,E,V,V,V,V
3/24/2021,B,22.15,2,ERIC ASHONOV,URG,CERRO,12,I,V,I,I,I,I,CERRO LARGO,14.0,V,I,V,V,E,I,3.45,3.15,2.1,0.-1,0.-1,12,I,I,I,E,E,V,15.0,V,I,E,I,I,I
3/24/2021,P,15.0,1,FINLAY BOWEN,IT3A,GIANA ERMINIO,17,V,V,V,I,V,E,PRO SESTO,12.0,I,E,E,V,I,I,2.35,3.1,3.0,1.-0,0.-0,13,V,V,V,I,I,E,11.0,I,E,V,I,E,I
3/24/2021,B,22.15,2,FREDRICH KNUDSEN,URG,CERRO,12,I,V,I,I,I,I,CERRO LARGO,14.0,V,I,V,V,E,I,3.45,3.15,2.1,0.-1,0.-1,12,I,I,I,E,E,V,15.0,V,I,E,I,I,I
3/24/2021,B,15.0,2,GASTON ROBLES,ALG,CLEF,13,I,E,V,I,I,I,BELOUZAID,11.0,V,I,E,E,E,E,4.1,2.75,2.1,1.-3,0.-2,11,I,V,I,I,V,V,9.0,V,I,E,E,V,E
3/24/2021,P,15.0,1,GIOVANI TONAER,IT3A,GIANA ERMINIO,17,V,V,V,I,V,E,PRO SESTO,12.0,I,E,E,V,I,I,2.35,3.1,3.0,1.-0,0.-0,13,V,V,V,I,I,E,11.0,I,E,V,I,E,I
3/24/2021,P,15.0,2,JACOB MORTENSEN,ALG,CLEF,13,I,E,V,I,I,I,BELOUZAID,11.0,V,I,E,E,E,E,4.1,2.75,2.1,1.-3,0.-2,11,I,V,I,I,V,V,9.0,V,I,E,E,V,E
3/24/2021,B,15.0,X,JON GUNARSON,IT3B,FERALPISALO,7,E,V,I,E,V,I,CESENA,10.0,E,I,E,E,I,I,2.2,3.1,3.25,0.-0,0.-0,6,E,V,V,V,I,V,3.0,E,I,I,E,V,I
3/24/2021,B,15.0,2,KRISTIAN HOOVER,ALG,CLEF,13,I,E,V,I,I,I,BELOUZAID,11.0,V,I,E,E,E,E,4.1,2.75,2.1,1.-3,0.-2,11,I,V,I,I,V,V,9.0,V,I,E,E,V,E
3/24/2021,P,20.0,1,MAIK HOPE,URG,LIVERPOOL,1,V,V,V,V,E,V,TORQUE,2.0,I,E,I,V,E,V,3.05,3.25,2.25,4.-1,1.-1,4,V,V,E,V,V,E,3.0,I,E,V,V,V,V
3/24/2021,B,15.0,2,MARK EARNEST,ALG,CLEF,13,I,E,V,I,I,I,BELOUZAID,11.0,V,I,E,E,E,E,4.1,2.75,2.1,1.-3,0.-2,11,I,V,I,I,V,V,9.0,V,I,E,E,V,E
3/24/2021,B,22.15,2,MIKAEL KESLER,URG,CERRO,12,I,V,I,I,I,I,CERRO LARGO,14.0,V,I,V,V,E,I,3.45,3.15,2.1,0.-1,0.-1,12,I,I,I,E,E,V,15.0,V,I,E,I,I,I
3/24/2021,B,22.15,2,MIKEL PEDERSEN,URG,CERRO,12,I,V,I,I,I,I,CERRO LARGO,14.0,V,I,V,V,E,I,3.45,3.15,2.1,0.-1,0.-1,12,I,I,I,E,E,V,15.0,V,I,E,I,I,I
3/24/2021,P,20.0,1,NOAH KRUSE,URG,LIVERPOOL,1,V,V,V,V,E,V,TORQUE,2.0,I,E,I,V,E,V,3.05,3.25,2.25,4.-1,1.-1,4,V,V,E,V,V,E,3.0,I,E,V,V,V,V
3/24/2021,P,15.0,1,NORMAN MERCURE,IT3A,GIANA ERMINIO,17,V,V,V,I,V,E,PRO SESTO,12.0,I,E,E,V,I,I,2.35,3.1,3.0,1.-0,0.-0,13,V,V,V,I,I,E,11.0,I,E,V,I,E,I
3/24/2021,B,15.0,X,RENZO TREVISANO,IT3B,FERALPISALO,7,E,V,I,E,V,I,CESENA,10.0,E,I,E,E,I,I,2.2,3.1,3.25,0.-0,0.-0,6,E,V,V,V,I,V,3.0,E,I,I,E,V,I
3/24/2021,B,15.0,2,STEVE MASOL,CH2,VISOCINA JUHLAVA,10,I,E,E,V,I,V,USTI LABEM,6.0,V,E,I,E,V,I,1.75,3.7,4.15,1.-2,1.-1,12,I,E,V,I,I,I,4.0,V,I,V,V,I,V
3/24/2021,B,22.15,2,TOBIAS PEDERSEN,URG,CERRO,12,I,V,I,I,I,I,CERRO LARGO,14.0,V,I,V,V,E,I,3.45,3.15,2.1,0.-1,0.-1,12,I,I,I,E,E,V,15.0,V,I,E,I,I,I
3/24/2021,B,15.0,2,TOMAS KOZLOVSKI,ALG,CLEF,13,I,E,V,I,I,I,BELOUZAID,11.0,V,I,E,E,E,E,4.1,2.75,2.1,1.-3,0.-2,11,I,V,I,I,V,V,9.0,V,I,E,E,V,E
3/24/2021,B,15.0,2,VACLAV BRAIZDA,CH2,VISOCINA JUHLAVA,10,I,E,E,V,I,V,USTI LABEM,6.0,V,E,I,E,V,I,1.75,3.7,4.15,1.-2,1.-1,12,I,E,V,I,I,I,4.0,V,I,V,V,I,V
3/24/2021,P,15.0,2,VALDEMAR PETERSEN,ALG,CLEF,13,I,E,V,I,I,I,BELOUZAID,11.0,V,I,E,E,E,E,4.1,2.75,2.1,1.-3,0.-2,11,I,V,I,I,V,V,9.0,V,I,E,E,V,E
3/24/2021,B,15.0,X,VLADKO VIDATOVICI,IT3B,FERALPISALO,7,E,V,I,E,V,I,CESENA,10.0,E,I,E,E,I,I,2.2,3.1,3.25,0.-0,0.-0,6,E,V,V,V,I,V,3.0,E,I,I,E,V,I
3/25/2021,B,22.15,X,ERIC ASHONOV,URG,DEFENSOR SPORTING,15,E,I,I,I,E,I,RENTISAS,16.0,E,I,I,I,I,I,2.0,3.25,3.65,0.-0,0.-0,13,E,I,E,I,E,V,16.0,E,I,I,E,I,E
3/25/2021,B,15.0,2,FONS VERNIC,IT3A,JUVENTUS U23,8,I,V,V,I,E,I,PERGOLETESE,15.0,V,V,I,I,V,V,2.0,3.2,3.7,2.-4,1.-1,7,I,V,E,I,V,V,12.0,V,V,I,V,E,I
3/25/2021,P,15.0,2,HERMAN MARCEL,IT3A,JUVENTUS U23,8,I,V,V,I,E,I,PERGOLETESE,15.0,V,V,I,I,V,V,2.0,3.2,3.7,2.-4,1.-1,7,I,V,E,I,V,V,12.0,V,V,I,V,E,I
3/25/2021,P,15.0,2,IGOR MATVEEV,IT3A,JUVENTUS U23,8,I,V,V,I,E,I,PERGOLETESE,15.0,V,V,I,I,V,V,2.0,3.2,3.7,2.-4,1.-1,7,I,V,E,I,V,V,12.0,V,V,I,V,E,I
3/25/2021,P,15.0,2,RYAN GRAY,IT3A,JUVENTUS U23,8,I,V,V,I,E,I,PERGOLETESE,15.0,V,V,I,I,V,V,2.0,3.2,3.7,2.-4,1.-1,7,I,V,E,I,V,V,12.0,V,V,I,V,E,I
3/25/2021,B,22.15,X,TOBIAS PEDERSEN,URG,DEFENSOR SPORTING,15,E,I,I,I,E,I,RENTISAS,16.0,E,I,I,I,I,I,2.0,3.25,3.65,0.-0,0.-0,13,E,I,E,I,E,V,16.0,E,I,I,E,I,E
3/25/2021,P,15.0,2,TOMAS ZIGLER,IT3A,JUVENTUS U23,8,I,V,V,I,E,I,PERGOLETESE,15.0,V,V,I,I,V,V,2.0,3.2,3.7,2.-4,1.-1,7,I,V,E,I,V,V,12.0,V,V,I,V,E,I
3/26/2021,B,15.0,1,ADAM KRIZ,ALG,SAOURA,7,V,E,I,V,V,V,SETIF,1.0,I,V,I,V,V,E,2.45,2.7,3.25,1.-0,0.-0,1,V,V,V,V,V,V,1.0,I,I,E,V,V,V
3/26/2021,B,13.0,2,CAYDEN MILER,IS2,HAPOEL IRONI AKKO,12,I,E,I,I,I,I,HAPOEL NOF HAGAIL,2.0,V,V,E,E,I,V,4.6,2.95,1.9,0.-2,0.-0,12,I,I,I,E,E,E,2.0,V,E,I,V,I,E
3/26/2021,P,19.0,X,CRISTIAN PAROT,SP2,GIHON,5,E,E,V,E,E,V,ALCORCON,19.0,E,I,E,V,I,V,2.05,2.85,4.7,0.-0,0.-0,3,E,V,E,V,E,V,15.0,E,E,I,V,I,E
3/26/2021,P,21.0,X,EDI SADRIA,OL2,EINDHOVEN,16,E,I,I,I,E,E,TOP OSS,11.0,E,V,V,I,I,I,2.5,3.4,2.8,0.-0,0.-0,14,E,I,E,I,I,I,13.0,E,V,I,I,I,I
3/26/2021,B,19.0,X,ERIC ASHONOV,SP2,GIHON,5,E,E,V,E,E,V,ALCORCON,19.0,E,I,E,V,I,V,2.05,2.85,4.7,0.-0,0.-0,3,E,V,E,V,E,V,15.0,E,E,I,V,I,E
3/26/2021,P,15.0,2,FINLAY BOWEN,ALG,KABYLIE,6,I,E,V,V,V,V,CONSTANTINE,9.0,V,V,V,V,E,V,2.25,2.75,3.6,0.-1,0.-0,12,I,E,V,V,V,I,10.0,V,V,E,E,V,I
3/26/2021,B,19.0,X,GEORGE DAVIS,SP2,GIHON,5,E,E,V,E,E,V,ALCORCON,19.0,E,I,E,V,I,V,2.05,2.85,4.7,0.-0,0.-0,3,E,V,E,V,E,V,15.0,E,E,I,V,I,E
3/26/2021,P,15.0,2,GIOVANI TONAER,ALG,KABYLIE,6,I,E,V,V,V,V,CONSTANTINE,9.0,V,V,V,V,E,V,2.25,2.75,3.6,0.-1,0.-0,12,I,E,V,V,V,I,10.0,V,V,E,E,V,I
3/26/2021,P,20.45,X,HENIO ZAWADZKI,ALG,USM ALGER,8,E,V,V,I,V,I,MC ALGER,12.0,E,E,E,I,I,E,2.35,3.2,2.9,2.-2,1.-1,5,E,V,V,V,I,V,8.0,E,E,I,I,V,V
3/26/2021,P,19.0,X,IGOR MATVEEV,SP2,GIHON,5,E,E,V,E,E,V,ALCORCON,19.0,E,I,E,V,I,V,2.05,2.85,4.7,0.-0,0.-0,3,E,V,E,V,E,V,15.0,E,E,I,V,I,E
3/26/2021,P,21.0,X,JACOB MORTENSEN,OL2,EINDHOVEN,16,E,I,I,I,E,E,TOP OSS,11.0,E,V,V,I,I,I,2.5,3.4,2.8,0.-0,0.-0,14,E,I,E,I,I,I,13.0,E,V,I,I,I,I
3/26/2021,P,20.45,1,JAMES STUART,EN3,OXFORD,11,V,I,I,V,I,V,LINCOLN,4.0,I,E,I,I,E,V,2.45,3.1,3.1,2.-1,1.-1,11,V,I,V,E,E,I,1.0,I,E,E,I,V,E
3/26/2021,B,15.0,1,KRISTIAN HOOVER,ALG,SAOURA,7,V,E,I,V,V,V,SETIF,1.0,I,V,I,V,V,E,2.45,2.7,3.25,1.-0,0.-0,1,V,V,V,V,V,V,1.0,I,I,E,V,V,V
3/26/2021,P,20.45,X,LIONELE DAVIDE,ALG,USM ALGER,8,E,V,V,I,V,I,MC ALGER,12.0,E,E,E,I,I,E,2.35,3.2,2.9,2.-2,1.-1,5,E,V,V,V,I,V,8.0,E,E,I,I,V,V
3/26/2021,P,13.0,2,MAIK HOPE,IS2,HAPOEL IKSAL,3,I,V,I,I,V,E,HAPOEL AFULA,10.0,V,I,E,V,E,E,2.65,2.85,2.8,1.-2,0.-0,7,I,I,V,I,V,V,16.0,V,E,E,V,E,I
3/26/2021,B,13.0,2,MIKAEL KESLER,IS2,HAPOEL IRONI AKKO,12,I,E,I,I,I,I,HAPOEL NOF HAGAIL,2.0,V,V,E,E,I,V,4.6,2.95,1.9,0.-2,0.-0,12,I,I,I,E,E,E,2.0,V,E,I,V,I,E
3/26/2021,P,13.0,X,NOAH KRUSE,IS2,HAPOEL RAMAT GAN,8,E,E,E,E,V,I,HAPOEL RAMAT HASCARON,6.0,E,I,I,V,E,E,2.65,2.6,3.1,1.-1,0.-1,6,E,E,V,I,I,I,14.0,E,I,E,E,E,I
3/26/2021,P,15.0,2,NORMAN MERCURE,ALG,KABYLIE,6,I,E,V,V,V,V,CONSTANTINE,9.0,V,V,V,V,E,V,2.25,2.75,3.6,0.-1,0.-0,12,I,E,V,V,V,I,10.0,V,V,E,E,V,I
3/26/2021,P,13.0,2,RYAN GRAY,IS2,HAPOEL IKSAL,3,I,V,I,I,V,E,HAPOEL AFULA,10.0,V,I,E,V,E,E,2.65,2.85,2.8,1.-2,0.-0,7,I,I,V,I,V,V,16.0,V,E,E,V,E,I
3/26/2021,P,13.0,2,TOBIAS MOLNER,IS2,HAPOEL IRONI AKKO,12,I,E,I,I,I,I,HAPOEL NOF HAGAIL,2.0,V,V,E,E,I,V,4.6,2.95,1.9,0.-2,0.-0,12,I,I,I,E,E,E,2.0,V,E,I,V,I,E
3/26/2021,B,13.0,2,TOBIAS PEDERSEN,IS2,HAPOEL IRONI AKKO,12,I,E,I,I,I,I,HAPOEL NOF HAGAIL,2.0,V,V,E,E,I,V,4.6,2.95,1.9,0.-2,0.-0,12,I,I,I,E,E,E,2.0,V,E,I,V,I,E
3/26/2021,P,13.0,X,TOBY SARP,IS2,HAPOEL RAMAT GAN,8,E,E,E,E,V,I,HAPOEL RAMAT HASCARON,6.0,E,I,I,V,E,E,2.65,2.6,3.1,1.-1,0.-1,6,E,E,V,I,I,I,14.0,E,I,E,E,E,I
3/26/2021,B,15.0,1,TOMAS KOZLOVSKI,ALG,SAOURA,7,V,E,I,V,V,V,SETIF,1.0,I,V,I,V,V,E,2.45,2.7,3.25,1.-0,0.-0,1,V,V,V,V,V,V,1.0,I,I,E,V,V,V
3/26/2021,P,20.45,X,TOMAS ZIGLER,ALG,USM ALGER,8,E,V,V,I,V,I,MC ALGER,12.0,E,E,E,I,I,E,2.35,3.2,2.9,2.-2,1.-1,5,E,V,V,V,I,V,8.0,E,E,I,I,V,V
3/26/2021,B,19.0,X,WALID MORAIS,SP2,GIHON,5,E,E,V,E,E,V,ALCORCON,19.0,E,I,E,V,I,V,2.05,2.85,4.7,0.-0,0.-0,3,E,V,E,V,E,V,15.0,E,E,I,V,I,E
3/27/2021,B,15.3,1,ADALGISO RUSO,TGA,BARY TOWN,5,V,I,V,I,V,V,BALA TOWN,3.0,I,I,I,V,E,V,4.1,3.55,1.8,6.-2,2.-1,3,V,V,I,V,V,E,3.0,I,V,E,V,E,E
3/27/2021,P,16.0,X,ANDREAS FLEICHER,SC3,MONTROZE,3,E,I,E,E,V,V,CLIDE,10.0,E,I,I,V,I,V,1.75,3.7,4.15,2.-2,2.-2,7,E,E,V,I,V,I,10.0,E,V,I,I,,
3/27/2021,P,16.0,X,ARIOSTO CREMONESI,SC4,COWDEBET,8,E,E,V,I,I,I,STRANRAER,3.0,E,V,I,V,V,E,3.65,3.55,1.9,1.-1,1.-0,7,E,V,I,E,I,,4.0,E,I,E,V,V,E
3/27/2021,P,13.0,2,BRUNO PELETIER,PO3,BLEKITNI STARGRAD,15,I,I,E,V,I,E,CHOINITA CHOJNICE,3.0,V,E,V,V,V,E,2.75,3.4,2.35,0.-2,0.-2,12,I,E,I,E,V,I,8.0,V,V,V,E,V,I
3/27/2021,P,22.0,1,CRISTIAN PAROT,CO1,ONCE CALDAS,17,V,I,E,E,E,I,CHICO,15.0,I,V,E,V,I,I,1.95,3.15,3.95,4.-2,2.-2,17,V,E,E,I,I,V,17.0,I,E,I,I,I,I
3/27/2021,P,15.0,1,DOMINIK RITER,IT3B,GUBIO,12,V,I,V,V,V,E,MATELICA,7.0,I,V,E,V,V,V,2.55,3.2,2.65,3.-0,2.-0,15,V,V,V,E,E,I,12.0,I,E,V,I,I,I
3/27/2021,P,13.3,2,EDI SADRIA,DAN3,KFUM ROSKILDE,8,I,E,V,E,E,I,SKOYSKOED,13.0,V,I,I,I,I,E,1.8,3.75,3.85,0.-1,0.-1,11,I,V,E,I,V,I,13.0,V,I,E,I,I,E
3/27/2021,P,15.0,2,ELIA YAZANDA,DAN3,NAESTBY,11,I,E,V,I,E,V,MIDELFART,7.0,V,V,V,I,E,V,3.25,3.65,2.0,0.-4,0.-1,10,I,V,E,I,I,E,6.0,V,V,E,I,I,V
3/27/2021,P,20.2,1,FEJES VICTOR,SC2,DUNDEE,4,V,V,I,V,I,V,DUNFERLIME,3.0,I,I,V,I,V,I,2.08,3.55,3.45,3.-2,1.-2,3,V,I,V,V,I,V,8.0,I,I,I,I,E,E
3/27/2021,P,15.3,2,FRANCESCO GALO,TGA,NEWTON,8,I,I,V,V,I,V,HARVERFOREST,7.0,V,I,V,I,V,V,2.1,3.35,3.25,0.-3,0.-1,7,I,V,V,I,V,I,6.0,V,I,I,I,V,I
3/27/2021,B,16.0,1,FREDRICH KNUDSEN,IRN,GLENTORAN,3,V,V,V,I,V,I,CRUSADERS,6.0,I,I,I,I,V,I,1.7,3.65,4.55,1.-0,0.-0,6,V,V,I,V,V,V,7.0,I,I,I,V,V,I
3/27/2021,B,16.0,X,GASTON ROBLES,SP2,REAL OVIEDO,14,E,E,I,E,V,E,PONFERADINA,7.0,E,V,E,E,E,V,1.95,3.1,4.6,1.-1,1.-1,15,E,I,V,V,I,E,10.0,E,E,E,I,I,V
3/27/2021,B,22.0,1,GEORGE DAVIS,CO1,ONCE CALDAS,17,V,I,E,E,E,I,CHICO,15.0,I,V,E,V,I,I,1.95,3.15,3.95,4.-2,2.-2,17,V,E,E,I,I,V,17.0,I,E,I,I,I,I
3/27/2021,P,20.2,1,GIOVANI TONAER,SC2,DUNDEE,4,V,V,I,V,I,V,DUNFERLIME,3.0,I,I,V,I,V,I,2.08,3.55,3.45,3.-2,1.-2,3,V,I,V,V,I,V,8.0,I,I,I,I,E,E
3/27/2021,B,16.0,1,HAIDEN ASLEI,IRN,GLENTORAN,3,V,V,V,I,V,I,CRUSADERS,6.0,I,I,I,I,V,I,1.7,3.65,4.55,1.-0,0.-0,6,V,V,I,V,V,V,7.0,I,I,I,V,V,I
3/27/2021,P,17.3,1,IGOR MATVEEV,IT3B,FERMANA,13,V,I,E,I,E,V,MODENA,4.0,I,V,I,E,I,V,3.25,2.85,2.35,1.-0,0.-0,8,V,E,V,V,V,E,5.0,I,I,I,I,V,E
3/27/2021,P,13.0,2,JACOB MORTENSEN,DAN3,ROSKILDE,10,I,V,I,E,I,V,AVARTA,12.0,V,V,I,V,E,E,2.3,3.15,3.05,0.-1,0.-1,5,I,I,E,V,V,V,14.0,V,I,E,E,I,I
3/27/2021,P,15.0,1,JAMES STUART,DAN3,FREM,3,V,E,I,I,V,V,JAMENBURGT,1.0,I,E,I,V,V,E,3.35,3.25,2.1,3.-0,2.-0,3,V,I,V,E,E,V,3.0,I,I,E,E,E,V
3/27/2021,B,15.3,X,KRISTIAN HOOVER,TGA,ABERSVITI,9,E,V,I,V,E,I,PENYBONT,4.0,E,I,V,E,V,V,3.7,3.25,1.95,1.-1,1.-0,8,E,V,V,I,I,I,5.0,E,V,V,I,I,I
3/27/2021,P,13.0,2,LIONELE DAVIDE,DAN3,ROSKILDE,10,I,V,I,E,I,V,AVARTA,12.0,V,V,I,V,E,E,2.3,3.15,3.05,0.-1,0.-1,5,I,I,E,V,V,V,14.0,V,I,E,E,I,I
3/27/2021,P,20.2,1,MAIK HOPE,SC2,DUNDEE,4,V,V,I,V,I,V,DUNFERLIME,3.0,I,I,V,I,V,I,2.08,3.55,3.45,3.-2,1.-2,3,V,I,V,V,I,V,8.0,I,I,I,I,E,E
3/27/2021,B,15.3,1,MARK EARNEST,TGA,BARY TOWN,5,V,I,V,I,V,V,BALA TOWN,3.0,I,I,I,V,E,V,4.1,3.55,1.8,6.-2,2.-1,3,V,V,I,V,V,E,3.0,I,V,E,V,E,E
3/27/2021,P,16.0,X,MATEO ANTUNOVICI,SC4,ELGING,5,E,I,V,I,V,V,STIRLING ALBION,2.0,E,V,,V,V,E,2.25,3.5,2.85,1.-1,0.-0,3,E,I,V,V,V,I,3.0,E,,V,E,V,V
